"id","is_oreb","team","opponent","conference","opp_conference"
"2196-7",0,"Kentucky","Mississippi","SEC","SEC"
"2196-8",1,"Kentucky","Mississippi","SEC","SEC"
"2196-10",0,"Kentucky","Mississippi","SEC","SEC"
"2196-11",0,"Kentucky","Mississippi","SEC","SEC"
"2196-13",0,"Kentucky","Mississippi","SEC","SEC"
"2197-3",1,"LSU","Vanderbilt","SEC","SEC"
"2197-5",0,"LSU","Vanderbilt","SEC","SEC"
"2197-6",1,"LSU","Vanderbilt","SEC","SEC"
"2197-7",0,"LSU","Vanderbilt","SEC","SEC"
"2197-8",0,"LSU","Vanderbilt","SEC","SEC"
"2198-1",0,"Texas Tech","TCU","Big 12","Big 12"
"2198-2",0,"Texas Tech","TCU","Big 12","Big 12"
"2198-4",1,"TCU","Texas Tech","Big 12","Big 12"
"2198-6",0,"TCU","Texas Tech","Big 12","Big 12"
"2198-8",0,"TCU","Texas Tech","Big 12","Big 12"
"2198-9",0,"TCU","Texas Tech","Big 12","Big 12"
"2199-2",1,"Florida St.","Boston College","ACC","ACC"
"2200-2",0,"Clemson","Syracuse","ACC","ACC"
"2201-2",0,"Connecticut","Seton Hall","BigEast","BigEast"
"2201-4",1,"Connecticut","Seton Hall","BigEast","BigEast"
"2201-5",0,"Seton Hall","Connecticut","BigEast","BigEast"
"2201-6",1,"Seton Hall","Connecticut","BigEast","BigEast"
"2201-7",0,"Connecticut","Seton Hall","BigEast","BigEast"
"2201-10",0,"Seton Hall","Connecticut","BigEast","BigEast"
"2202-1",1,"Creighton","Villanova","BigEast","BigEast"
"2202-6",0,"Creighton","Villanova","BigEast","BigEast"
"2202-10",0,"Creighton","Villanova","BigEast","BigEast"
"2202-11",0,"Creighton","Villanova","BigEast","BigEast"
"2202-12",0,"Creighton","Villanova","BigEast","BigEast"
"2203-1",0,"Florida","Missouri","SEC","SEC"
"2203-2",1,"Florida","Missouri","SEC","SEC"
"2203-3",1,"Florida","Missouri","SEC","SEC"
"2204-1",0,"Maryland","Northwestern","BigTen","BigTen"
"2204-2",1,"Maryland","Northwestern","BigTen","BigTen"
"2204-3",1,"Maryland","Northwestern","BigTen","BigTen"
"2204-4",0,"Maryland","Northwestern","BigTen","BigTen"
"2205-1",0,"Oregon","UCLA","PAC 12","PAC 12"
"2205-2",0,"Oregon","UCLA","PAC 12","PAC 12"
"2205-3",1,"Oregon","UCLA","PAC 12","PAC 12"
"2206-3",0,"Oregon St.","Utah","PAC 12","PAC 12"
"2206-4",1,"Oregon St.","Utah","PAC 12","PAC 12"
"2206-5",0,"Oregon St.","Utah","PAC 12","PAC 12"
"2207-1",0,"Providence","St. John's","BigEast","BigEast"
"2207-2",1,"Providence","St. John's","BigEast","BigEast"
"2207-4",0,"Providence","St. John's","BigEast","BigEast"
"2207-5",0,"Providence","St. John's","BigEast","BigEast"
"2208-1",0,"USC","Stanford","PAC 12","PAC 12"
"2208-2",0,"Stanford","USC","PAC 12","PAC 12"
"2208-3",1,"USC","Stanford","PAC 12","PAC 12"
"2208-5",0,"USC","Stanford","PAC 12","PAC 12"
"2208-6",1,"USC","Stanford","PAC 12","PAC 12"
"2208-7",0,"Stanford","USC","PAC 12","PAC 12"
"2209-2",0,"Colorado","Arizona St.","PAC 12","PAC 12"
"2210-1",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-2",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-3",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-5",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-6",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-7",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-8",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-9",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-10",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-12",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-13",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2210-14",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2211-4",0,"Nebraska","Iowa","BigTen","BigTen"
"2211-5",0,"Nebraska","Iowa","BigTen","BigTen"
"2212-3",0,"Texas Tech","Iowa St.","Big 12","Big 12"
"2212-4",0,"Texas Tech","Iowa St.","Big 12","Big 12"
"2213-2",0,"Michigan","Michigan St.","BigTen","BigTen"
"2213-4",0,"Michigan","Michigan St.","BigTen","BigTen"
"2214-1",0,"Oklahoma","Texas","Big 12","Big 12"
"2214-3",0,"Oklahoma","Texas","Big 12","Big 12"
"2214-4",0,"Oklahoma","Texas","Big 12","Big 12"
"2214-5",1,"Texas","Oklahoma","Big 12","Big 12"
"2214-6",0,"Oklahoma","Texas","Big 12","Big 12"
"2215-2",0,"TCU","West Virginia","Big 12","Big 12"
"2215-3",0,"TCU","West Virginia","Big 12","Big 12"
"2216-1",0,"UC Santa Barbara","Cal Poly","BigWest","BigWest"
"2216-2",1,"UC Santa Barbara","Cal Poly","BigWest","BigWest"
"2216-3",0,"UC Santa Barbara","Cal Poly","BigWest","BigWest"
"2216-4",1,"UC Santa Barbara","Cal Poly","BigWest","BigWest"
"2217-1",0,"VCU","Dayton","Atlantic 10","Atlantic 10"
"2217-2",0,"VCU","Dayton","Atlantic 10","Atlantic 10"
"2217-4",0,"VCU","Dayton","Atlantic 10","Atlantic 10"
"2218-1",0,"Georgia Tech","Wake Forest","ACC","ACC"
"2219-1",0,"Western Kentucky","Old Dominion","Conference USA","Conference USA"
"2219-3",0,"Western Kentucky","Old Dominion","Conference USA","Conference USA"
"2220-3",0,"Alabama","Georgia","SEC","SEC"
"2220-4",0,"Alabama","Georgia","SEC","SEC"
"2220-5",0,"Alabama","Georgia","SEC","SEC"
"2220-6",0,"Alabama","Georgia","SEC","SEC"
"2220-7",1,"Alabama","Georgia","SEC","SEC"
"2220-8",1,"Alabama","Georgia","SEC","SEC"
"2221-1",0,"Arkansas","Texas A&M","SEC","SEC"
"2221-2",1,"Arkansas","Texas A&M","SEC","SEC"
"2221-3",0,"Arkansas","Texas A&M","SEC","SEC"
"2221-4",1,"Arkansas","Texas A&M","SEC","SEC"
"2221-5",0,"Arkansas","Texas A&M","SEC","SEC"
"2222-2",1,"Auburn","Mississippi St.","SEC","SEC"
"2222-3",0,"Auburn","Mississippi St.","SEC","SEC"
"2223-1",1,"Creighton","Butler","BigEast","BigEast"
"2223-2",0,"Creighton","Butler","BigEast","BigEast"
"2223-3",0,"Creighton","Butler","BigEast","BigEast"
"2223-4",0,"Creighton","Butler","BigEast","BigEast"
"2223-5",1,"Creighton","Butler","BigEast","BigEast"
"2223-6",0,"Creighton","Butler","BigEast","BigEast"
"2223-7",0,"Creighton","Butler","BigEast","BigEast"
"2223-8",1,"Creighton","Butler","BigEast","BigEast"
"2223-9",0,"Creighton","Butler","BigEast","BigEast"
"2224-2",0,"UC Santa Barbara","Cal Poly","BigWest","BigWest"
"2224-3",1,"UC Santa Barbara","Cal Poly","BigWest","BigWest"
"2224-5",0,"UC Santa Barbara","Cal Poly","BigWest","BigWest"
"2225-1",0,"Clemson","Pittsburgh","ACC","ACC"
"2226-3",0,"Connecticut","Georgetown","BigEast","BigEast"
"2227-1",0,"VCU","Davidson","Atlantic 10","Atlantic 10"
"2227-3",1,"VCU","Davidson","Atlantic 10","Atlantic 10"
"2227-4",1,"VCU","Davidson","Atlantic 10","Atlantic 10"
"2227-5",1,"VCU","Davidson","Atlantic 10","Atlantic 10"
"2228-1",0,"Duke","North Carolina","ACC","ACC"
"2228-2",0,"Duke","North Carolina","ACC","ACC"
"2228-6",0,"Duke","North Carolina","ACC","ACC"
"2228-7",1,"Duke","North Carolina","ACC","ACC"
"2228-8",0,"Duke","North Carolina","ACC","ACC"
"2228-9",0,"Duke","North Carolina","ACC","ACC"
"2228-10",0,"Duke","North Carolina","ACC","ACC"
"2229-1",0,"Florida St.","Notre Dame","ACC","ACC"
"2230-1",1,"Ohio St.","Illinois","BigTen","BigTen"
"2230-3",0,"Ohio St.","Illinois","BigTen","BigTen"
"2230-4",0,"Illinois","Ohio St.","BigTen","BigTen"
"2230-5",1,"Ohio St.","Illinois","BigTen","BigTen"
"2230-7",1,"Ohio St.","Illinois","BigTen","BigTen"
"2230-8",0,"Ohio St.","Illinois","BigTen","BigTen"
"2230-10",0,"Ohio St.","Illinois","BigTen","BigTen"
"2230-11",1,"Ohio St.","Illinois","BigTen","BigTen"
"2231-2",1,"Kentucky","South Carolina","SEC","SEC"
"2231-3",0,"Kentucky","South Carolina","SEC","SEC"
"2231-4",0,"Kentucky","South Carolina","SEC","SEC"
"2231-5",0,"Kentucky","South Carolina","SEC","SEC"
"2231-6",1,"Kentucky","South Carolina","SEC","SEC"
"2231-7",0,"Kentucky","South Carolina","SEC","SEC"
"2232-1",0,"Louisville","Virginia","ACC","ACC"
"2232-3",0,"Virginia","Louisville","ACC","ACC"
"2232-4",1,"Louisville","Virginia","ACC","ACC"
"2232-6",0,"Virginia","Louisville","ACC","ACC"
"2232-7",0,"Louisville","Virginia","ACC","ACC"
"2232-8",1,"Louisville","Virginia","ACC","ACC"
"2232-9",0,"Virginia","Louisville","ACC","ACC"
"2232-10",0,"Louisville","Virginia","ACC","ACC"
"2232-11",1,"Louisville","Virginia","ACC","ACC"
"2232-12",0,"Virginia","Louisville","ACC","ACC"
"2232-13",0,"Virginia","Louisville","ACC","ACC"
"2232-14",0,"Louisville","Virginia","ACC","ACC"
"2232-15",0,"Virginia","Louisville","ACC","ACC"
"2232-16",0,"Virginia","Louisville","ACC","ACC"
"2232-17",0,"Louisville","Virginia","ACC","ACC"
"2232-18",0,"Louisville","Virginia","ACC","ACC"
"2233-1",0,"LSU","Missouri","SEC","SEC"
"2233-2",0,"LSU","Missouri","SEC","SEC"
"2233-3",1,"LSU","Missouri","SEC","SEC"
"2233-4",1,"LSU","Missouri","SEC","SEC"
"2234-2",0,"Marquette","Xavier","BigEast","BigEast"
"2235-1",0,"Western Kentucky","Old Dominion","Conference USA","Conference USA"
"2235-2",0,"Western Kentucky","Old Dominion","Conference USA","Conference USA"
"2235-3",1,"Western Kentucky","Old Dominion","Conference USA","Conference USA"
"2236-1",0,"Providence","Villanova","BigEast","BigEast"
"2236-2",0,"Providence","Villanova","BigEast","BigEast"
"2236-3",0,"Providence","Villanova","BigEast","BigEast"
"2236-4",0,"Providence","Villanova","BigEast","BigEast"
"2236-6",0,"Providence","Villanova","BigEast","BigEast"
"2236-7",0,"Providence","Villanova","BigEast","BigEast"
"2237-1",0,"Seton Hall","St. John's","BigEast","BigEast"
"2237-2",0,"Seton Hall","St. John's","BigEast","BigEast"
"2238-1",1,"USC","UCLA","PAC 12","PAC 12"
"2239-1",1,"Baylor","Texas Tech","Big 12","Big 12"
"2239-3",0,"Texas Tech","Baylor","Big 12","Big 12"
"2239-4",0,"Baylor","Texas Tech","Big 12","Big 12"
"2239-5",0,"Texas Tech","Baylor","Big 12","Big 12"
"2239-6",0,"Baylor","Texas Tech","Big 12","Big 12"
"2239-7",0,"Texas Tech","Baylor","Big 12","Big 12"
"2239-10",0,"Texas Tech","Baylor","Big 12","Big 12"
"2239-11",0,"Baylor","Texas Tech","Big 12","Big 12"
"2240-1",0,"Tennessee","Florida","SEC","SEC"
"2240-2",0,"Tennessee","Florida","SEC","SEC"
"2240-5",0,"Florida","Tennessee","SEC","SEC"
"2240-7",1,"Florida","Tennessee","SEC","SEC"
"2240-8",1,"Tennessee","Florida","SEC","SEC"
"2240-9",0,"Florida","Tennessee","SEC","SEC"
"2240-10",1,"Tennessee","Florida","SEC","SEC"
"2240-12",0,"Tennessee","Florida","SEC","SEC"
"2240-13",0,"Florida","Tennessee","SEC","SEC"
"2240-14",1,"Tennessee","Florida","SEC","SEC"
"2240-15",1,"Tennessee","Florida","SEC","SEC"
"2241-1",0,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2241-2",1,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2241-4",0,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2241-5",1,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2241-6",0,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2241-7",0,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2241-8",1,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2241-9",0,"Houston","Memphis","American Athletic Conference","American Athletic Conference"
"2242-1",0,"Iowa","Wisconsin","BigTen","BigTen"
"2242-2",0,"Iowa","Wisconsin","BigTen","BigTen"
"2242-3",0,"Iowa","Wisconsin","BigTen","BigTen"
"2242-4",1,"Iowa","Wisconsin","BigTen","BigTen"
"2242-5",0,"Iowa","Wisconsin","BigTen","BigTen"
"2242-6",0,"Iowa","Wisconsin","BigTen","BigTen"
"2242-7",1,"Iowa","Wisconsin","BigTen","BigTen"
"2243-2",0,"Maryland","Penn St.","BigTen","BigTen"
"2243-3",0,"Maryland","Penn St.","BigTen","BigTen"
"2243-4",0,"Maryland","Penn St.","BigTen","BigTen"
"2243-5",0,"Maryland","Penn St.","BigTen","BigTen"
"2244-1",0,"Michigan","Michigan St.","BigTen","BigTen"
"2244-2",0,"Michigan","Michigan St.","BigTen","BigTen"
"2244-3",0,"Michigan","Michigan St.","BigTen","BigTen"
"2244-4",0,"Michigan","Michigan St.","BigTen","BigTen"
"2244-6",0,"Michigan","Michigan St.","BigTen","BigTen"
"2244-7",0,"Michigan","Michigan St.","BigTen","BigTen"
"2244-9",0,"Michigan","Michigan St.","BigTen","BigTen"
"2246-2",0,"Oregon St.","Oregon","PAC 12","PAC 12"
"2246-3",1,"Oregon","Oregon St.","PAC 12","PAC 12"
"2246-4",0,"Oregon St.","Oregon","PAC 12","PAC 12"
"2246-5",1,"Oregon St.","Oregon","PAC 12","PAC 12"
"2246-6",0,"Oregon St.","Oregon","PAC 12","PAC 12"
"2246-7",0,"Oregon","Oregon St.","PAC 12","PAC 12"
"2247-1",0,"Pepperdine","Santa Clara","WestCoast","WestCoast"
"2247-3",0,"Pepperdine","Santa Clara","WestCoast","WestCoast"
"2247-4",1,"Pepperdine","Santa Clara","WestCoast","WestCoast"
"2247-5",0,"Pepperdine","Santa Clara","WestCoast","WestCoast"
"2248-1",0,"TCU","Texas","Big 12","Big 12"
"2248-2",0,"Texas","TCU","Big 12","Big 12"
"2248-4",0,"Texas","TCU","Big 12","Big 12"
"2248-5",1,"Texas","TCU","Big 12","Big 12"
"2248-7",0,"TCU","Texas","Big 12","Big 12"
"2248-8",0,"Texas","TCU","Big 12","Big 12"
"2249-1",0,"Gonzaga","Saint Mary's","WestCoast","WestCoast"
"2249-2",0,"Gonzaga","Saint Mary's","WestCoast","WestCoast"
"2249-3",0,"Gonzaga","Saint Mary's","WestCoast","WestCoast"
"2249-4",1,"Gonzaga","Saint Mary's","WestCoast","WestCoast"
"2249-6",1,"Gonzaga","Saint Mary's","WestCoast","WestCoast"
"2249-7",0,"Gonzaga","Saint Mary's","WestCoast","WestCoast"
"2249-8",0,"Gonzaga","Saint Mary's","WestCoast","WestCoast"
"2249-9",0,"Gonzaga","Saint Mary's","WestCoast","WestCoast"
"2250-2",0,"Duke","Boston College","ACC","ACC"
"2250-6",1,"Duke","Boston College","ACC","ACC"
"2250-7",1,"Duke","Boston College","ACC","ACC"
"2250-9",0,"Duke","Boston College","ACC","ACC"
"2251-2",0,"Gonzaga","BYU","WestCoast","WestCoast"
"2251-3",1,"Gonzaga","BYU","WestCoast","WestCoast"
"2251-4",1,"Gonzaga","BYU","WestCoast","WestCoast"
"2251-5",0,"Gonzaga","BYU","WestCoast","WestCoast"
"2251-6",0,"Gonzaga","BYU","WestCoast","WestCoast"
"2251-8",0,"Gonzaga","BYU","WestCoast","WestCoast"
"2251-10",0,"Gonzaga","BYU","WestCoast","WestCoast"
"2252-1",1,"Pepperdine","BYU","WestCoast","WestCoast"
"2252-3",0,"Pepperdine","BYU","WestCoast","WestCoast"
"2252-4",0,"Pepperdine","BYU","WestCoast","WestCoast"
"2252-6",0,"Pepperdine","BYU","WestCoast","WestCoast"
"2253-1",0,"Stanford","California","PAC 12","PAC 12"
"2253-4",0,"Stanford","California","PAC 12","PAC 12"
"2253-5",0,"Stanford","California","PAC 12","PAC 12"
"2255-2",1,"Providence","DePaul","BigEast","BigEast"
"2255-3",0,"DePaul","Providence","BigEast","BigEast"
"2255-4",0,"Providence","DePaul","BigEast","BigEast"
"2255-6",0,"Providence","DePaul","BigEast","BigEast"
"2256-1",0,"Louisville","Duke","ACC","ACC"
"2256-2",1,"Duke","Louisville","ACC","ACC"
"2256-4",1,"Louisville","Duke","ACC","ACC"
"2256-6",1,"Duke","Louisville","ACC","ACC"
"2256-8",0,"Duke","Louisville","ACC","ACC"
"2256-9",0,"Louisville","Duke","ACC","ACC"
"2256-10",1,"Duke","Louisville","ACC","ACC"
"2256-12",0,"Louisville","Duke","ACC","ACC"
"2256-13",0,"Duke","Louisville","ACC","ACC"
"2256-14",0,"Duke","Louisville","ACC","ACC"
"2256-15",1,"Duke","Louisville","ACC","ACC"
"2257-1",0,"Georgetown","Marquette","BigEast","BigEast"
"2257-3",1,"Georgetown","Marquette","BigEast","BigEast"
"2257-4",0,"Marquette","Georgetown","BigEast","BigEast"
"2257-5",0,"Georgetown","Marquette","BigEast","BigEast"
"2257-6",0,"Georgetown","Marquette","BigEast","BigEast"
"2257-7",0,"Georgetown","Marquette","BigEast","BigEast"
"2259-1",0,"TCU","Kansas St.","Big 12","Big 12"
"2259-2",0,"TCU","Kansas St.","Big 12","Big 12"
"2259-3",0,"TCU","Kansas St.","Big 12","Big 12"
"2259-5",1,"TCU","Kansas St.","Big 12","Big 12"
"2259-6",0,"TCU","Kansas St.","Big 12","Big 12"
"2259-7",0,"TCU","Kansas St.","Big 12","Big 12"
"2260-1",0,"Nebraska","Penn St.","BigTen","BigTen"
"2260-2",0,"Nebraska","Penn St.","BigTen","BigTen"
"2260-3",0,"Nebraska","Penn St.","BigTen","BigTen"
"2261-1",0,"Oregon","Arizona St.","PAC 12","PAC 12"
"2262-1",1,"Baylor","Kansas St.","Big 12","Big 12"
"2262-2",1,"Baylor","Kansas St.","Big 12","Big 12"
"2262-3",0,"Baylor","Kansas St.","Big 12","Big 12"
"2262-6",0,"Baylor","Kansas St.","Big 12","Big 12"
"2262-7",0,"Baylor","Kansas St.","Big 12","Big 12"
"2262-10",1,"Baylor","Kansas St.","Big 12","Big 12"
"2263-1",0,"Boise St.","Nevada","MWC","MWC"
"2263-2",0,"Boise St.","Nevada","MWC","MWC"
"2263-4",0,"Boise St.","Nevada","MWC","MWC"
"2264-1",0,"Creighton","Butler","BigEast","BigEast"
"2264-3",0,"Creighton","Butler","BigEast","BigEast"
"2265-1",0,"Colorado","California","PAC 12","PAC 12"
"2265-2",1,"Colorado","California","PAC 12","PAC 12"
"2265-3",0,"Colorado","California","PAC 12","PAC 12"
"2265-4",1,"Colorado","California","PAC 12","PAC 12"
"2265-5",0,"Colorado","California","PAC 12","PAC 12"
"2265-6",1,"Colorado","California","PAC 12","PAC 12"
"2265-7",1,"Colorado","California","PAC 12","PAC 12"
"2266-1",1,"Connecticut","DePaul","BigEast","BigEast"
"2266-2",0,"DePaul","Connecticut","BigEast","BigEast"
"2266-3",0,"Connecticut","DePaul","BigEast","BigEast"
"2267-1",0,"Florida","Vanderbilt","SEC","SEC"
"2267-2",1,"Florida","Vanderbilt","SEC","SEC"
"2267-3",1,"Florida","Vanderbilt","SEC","SEC"
"2268-1",0,"Georgetown","Villanova","BigEast","BigEast"
"2268-2",0,"Georgetown","Villanova","BigEast","BigEast"
"2268-3",0,"Georgetown","Villanova","BigEast","BigEast"
"2268-4",0,"Georgetown","Villanova","BigEast","BigEast"
"2269-2",0,"Georgia Tech","Miami FL","ACC","ACC"
"2269-3",0,"Georgia Tech","Miami FL","ACC","ACC"
"2269-4",0,"Georgia Tech","Miami FL","ACC","ACC"
"2269-5",0,"Georgia Tech","Miami FL","ACC","ACC"
"2269-6",0,"Georgia Tech","Miami FL","ACC","ACC"
"2270-2",0,"Oklahoma","Kansas","Big 12","Big 12"
"2270-3",1,"Oklahoma","Kansas","Big 12","Big 12"
"2270-4",1,"Oklahoma","Kansas","Big 12","Big 12"
"2270-7",0,"Oklahoma","Kansas","Big 12","Big 12"
"2270-8",0,"Oklahoma","Kansas","Big 12","Big 12"
"2271-1",0,"Kentucky","Mississippi St.","SEC","SEC"
"2271-3",1,"Kentucky","Mississippi St.","SEC","SEC"
"2271-5",0,"Kentucky","Mississippi St.","SEC","SEC"
"2271-6",0,"Kentucky","Mississippi St.","SEC","SEC"
"2271-8",0,"Kentucky","Mississippi St.","SEC","SEC"
"2271-9",0,"Kentucky","Mississippi St.","SEC","SEC"
"2272-1",0,"UC Santa Barbara","Long Beach St.","BigWest","BigWest"
"2272-2",0,"UC Santa Barbara","Long Beach St.","BigWest","BigWest"
"2272-3",0,"UC Santa Barbara","Long Beach St.","BigWest","BigWest"
"2273-1",0,"Maryland","Michigan St.","BigTen","BigTen"
"2273-2",0,"Maryland","Michigan St.","BigTen","BigTen"
"2273-5",1,"Maryland","Michigan St.","BigTen","BigTen"
"2274-1",0,"Ohio St.","Minnesota","BigTen","BigTen"
"2275-2",1,"Oklahoma St.","West Virginia","Big 12","Big 12"
"2276-2",0,"Oregon St.","UCLA","PAC 12","PAC 12"
"2276-4",1,"Oregon St.","UCLA","PAC 12","PAC 12"
"2276-6",0,"Oregon St.","UCLA","PAC 12","PAC 12"
"2277-2",0,"Virginia","Syracuse","ACC","ACC"
"2277-4",0,"Virginia","Syracuse","ACC","ACC"
"2277-5",0,"Virginia","Syracuse","ACC","ACC"
"2277-6",0,"Virginia","Syracuse","ACC","ACC"
"2277-8",1,"Virginia","Syracuse","ACC","ACC"
"2277-9",0,"Virginia","Syracuse","ACC","ACC"
"2277-11",1,"Virginia","Syracuse","ACC","ACC"
"2278-1",0,"Western Kentucky","UTSA","Conference USA","Conference USA"
"2278-2",0,"Western Kentucky","UTSA","Conference USA","Conference USA"
"2278-3",1,"Western Kentucky","UTSA","Conference USA","Conference USA"
"2279-3",1,"USC","Utah","PAC 12","PAC 12"
"2279-4",1,"USC","Utah","PAC 12","PAC 12"
"2279-5",0,"USC","Utah","PAC 12","PAC 12"
"2280-1",0,"Alabama","Mississippi St.","SEC","SEC"
"2280-2",1,"Alabama","Mississippi St.","SEC","SEC"
"2280-4",1,"Alabama","Mississippi St.","SEC","SEC"
"2280-5",0,"Alabama","Mississippi St.","SEC","SEC"
"2281-1",0,"Arkansas","Missouri","SEC","SEC"
"2282-1",0,"Oklahoma St.","Baylor","Big 12","Big 12"
"2282-3",0,"Oklahoma St.","Baylor","Big 12","Big 12"
"2282-4",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-5",0,"Oklahoma St.","Baylor","Big 12","Big 12"
"2282-7",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-8",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-9",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-11",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-12",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-15",0,"Oklahoma St.","Baylor","Big 12","Big 12"
"2282-17",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-20",1,"Oklahoma St.","Baylor","Big 12","Big 12"
"2282-21",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-24",0,"Oklahoma St.","Baylor","Big 12","Big 12"
"2282-25",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-26",0,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-27",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2282-28",1,"Baylor","Oklahoma St.","Big 12","Big 12"
"2284-1",0,"Colorado","USC","PAC 12","PAC 12"
"2284-2",0,"USC","Colorado","PAC 12","PAC 12"
"2284-3",1,"USC","Colorado","PAC 12","PAC 12"
"2284-4",0,"USC","Colorado","PAC 12","PAC 12"
"2284-5",0,"Colorado","USC","PAC 12","PAC 12"
"2284-6",0,"USC","Colorado","PAC 12","PAC 12"
"2284-7",1,"Colorado","USC","PAC 12","PAC 12"
"2284-8",1,"Colorado","USC","PAC 12","PAC 12"
"2284-10",0,"Colorado","USC","PAC 12","PAC 12"
"2284-11",1,"Colorado","USC","PAC 12","PAC 12"
"2285-4",0,"Creighton","Connecticut","BigEast","BigEast"
"2285-5",0,"Connecticut","Creighton","BigEast","BigEast"
"2285-6",0,"Creighton","Connecticut","BigEast","BigEast"
"2285-7",0,"Creighton","Connecticut","BigEast","BigEast"
"2285-8",0,"Connecticut","Creighton","BigEast","BigEast"
"2285-9",0,"Connecticut","Creighton","BigEast","BigEast"
"2285-10",1,"Creighton","Connecticut","BigEast","BigEast"
"2285-11",0,"Creighton","Connecticut","BigEast","BigEast"
"2285-13",1,"Connecticut","Creighton","BigEast","BigEast"
"2286-3",1,"Florida","Tennessee","SEC","SEC"
"2286-4",0,"Tennessee","Florida","SEC","SEC"
"2286-5",0,"Tennessee","Florida","SEC","SEC"
"2286-7",1,"Tennessee","Florida","SEC","SEC"
"2286-12",0,"Florida","Tennessee","SEC","SEC"
"2286-16",0,"Tennessee","Florida","SEC","SEC"
"2286-17",0,"Tennessee","Florida","SEC","SEC"
"2286-19",0,"Florida","Tennessee","SEC","SEC"
"2286-20",0,"Tennessee","Florida","SEC","SEC"
"2286-21",0,"Florida","Tennessee","SEC","SEC"
"2286-22",1,"Tennessee","Florida","SEC","SEC"
"2286-23",0,"Florida","Tennessee","SEC","SEC"
"2286-24",0,"Tennessee","Florida","SEC","SEC"
"2286-25",0,"Tennessee","Florida","SEC","SEC"
"2286-26",0,"Florida","Tennessee","SEC","SEC"
"2287-1",0,"North Carolina","Florida St.","ACC","ACC"
"2287-2",0,"Florida St.","North Carolina","ACC","ACC"
"2287-4",1,"Florida St.","North Carolina","ACC","ACC"
"2288-1",0,"Seton Hall","Georgetown","BigEast","BigEast"
"2288-2",1,"Georgetown","Seton Hall","BigEast","BigEast"
"2288-4",0,"Georgetown","Seton Hall","BigEast","BigEast"
"2288-5",1,"Georgetown","Seton Hall","BigEast","BigEast"
"2288-6",0,"Seton Hall","Georgetown","BigEast","BigEast"
"2288-7",0,"Georgetown","Seton Hall","BigEast","BigEast"
"2288-8",0,"Georgetown","Seton Hall","BigEast","BigEast"
"2288-9",0,"Seton Hall","Georgetown","BigEast","BigEast"
"2288-10",0,"Seton Hall","Georgetown","BigEast","BigEast"
"2288-11",1,"Seton Hall","Georgetown","BigEast","BigEast"
"2289-2",0,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"2289-3",1,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"2289-6",1,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"2289-7",0,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"2289-8",0,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"2289-9",1,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"2289-10",0,"Houston","Tulane","American Athletic Conference","American Athletic Conference"
"2290-1",1,"Illinois","Rutgers","BigTen","BigTen"
"2291-2",0,"Iowa","Wisconsin","BigTen","BigTen"
"2291-4",0,"Iowa","Wisconsin","BigTen","BigTen"
"2292-1",0,"Michigan","Maryland","BigTen","BigTen"
"2292-2",0,"Michigan","Maryland","BigTen","BigTen"
"2292-3",0,"Michigan","Maryland","BigTen","BigTen"
"2292-4",0,"Maryland","Michigan","BigTen","BigTen"
"2292-7",0,"Maryland","Michigan","BigTen","BigTen"
"2292-9",0,"Michigan","Maryland","BigTen","BigTen"
