id,off_spacing
676-10,436.5883849554334
677-1,596.9454778797991
677-2,301.8920349381777
677-3,424.9522276674211
677-4,431.8875347076055
678-1,490.3397423452351
678-2,544.6793752435202
678-3,352.7449535300485
679-2,484.76132959446784
679-3,467.83702703783945
679-4,530.3763247805156
680-1,248.00451761310538
680-2,337.0554181831351
681-2,464.4250411134169
681-3,443.0814438952411
682-1,603.5939341097503
682-4,328.2402484566939
682-7,515.8591548118707
682-8,498.8022829171912
682-9,594.6090935497677
682-10,342.6287433972065
682-12,350.4963184613657
682-13,296.747643297344
683-2,403.53817778523296
683-3,326.3293537763161
683-4,501.16587127136245
684-2,333.7593092930006
684-3,307.60144747836523
684-6,379.2071999769514
684-7,557.004527275098
685-1,314.1840435237406
685-3,390.9805084046767
685-4,423.34327208595397
685-5,350.5654734379617
686-1,268.64060120244244
686-2,192.81487363213057
686-5,248.33122156467712
686-6,667.1346420412092
686-9,506.42935878977244
686-11,734.1686502298107
686-13,731.2840604367625
687-1,155.85694716881207
688-1,674.5432874740244
689-1,621.0141199396166
689-2,310.5274132552938
689-3,427.6873065866189
689-5,436.12980331227334
690-1,286.6173873530371
690-2,278.3435309368167
690-3,375.1725481589435
690-4,624.3572061571408
690-5,506.73440673844766
691-1,311.5860187124457
691-2,191.27234534716467
692-1,379.6483607411027
694-1,492.12551154365883
694-2,562.5115813588083
694-3,307.76353490713626
695-1,539.070518940729
695-2,160.73162661326288
695-3,236.2049502741247
695-5,508.0690655010054
696-1,305.17819823060734
696-2,306.2277465897172
696-3,92.00099936276553
696-5,177.3519819060283
697-2,59.249565321781006
698-1,249.10818481420233
698-2,362.8127800258298
698-3,348.64845032102926
700-3,625.0898098259714
700-5,479.679938394366
700-8,527.3199279844723
701-3,627.0195891342811
701-4,186.69288699434333
701-5,153.68100347542665
701-7,227.76766215854602
702-1,147.42913760819738
702-2,588.2706903196934
702-3,321.5374324326908
702-5,267.11087803059854
703-2,574.4702485164887
703-4,507.1468017410285
704-1,369.95600546896367
704-2,144.10344677576666
704-4,491.5692678140155
705-1,138.34016451003265
705-2,639.4914397011726
705-4,566.1607071114981
706-2,391.07204811352807
706-3,451.0161128681281
706-4,71.87300075875498
706-6,412.4266105419656
707-1,473.07304413780616
707-2,496.95267957429394
707-3,509.765287433273
707-4,488.2540885790902
707-5,290.04293386190625
707-7,539.9622921650555
707-8,182.53583595211103
707-9,471.19469830960634
707-11,209.5247544529028
707-13,550.8882103567794
707-14,101.34854228673817
707-16,614.4314891041546
707-17,417.3294759700503
707-18,406.9644657635366
707-19,586.9439135922241
707-20,102.47638402273492
707-21,388.00736523593105
707-22,486.34720767813894
708-1,353.4920255392065
708-4,391.08199992833386
708-5,336.24339557514554
708-6,226.82357514139733
708-7,338.4569168528195
708-8,331.94880437891766
709-1,395.9817941161815
709-2,406.9495185901884
709-5,644.0584093880385
709-6,289.60439247745694
709-7,159.20363811465108
709-8,418.1617558741161
709-9,586.3455756878175
709-10,373.12940278673875
709-11,413.12811206774745
709-12,364.3902478903576
710-1,375.4863172966677
711-2,486.9326080929261
711-3,391.22867724163706
711-4,185.4253192779162
712-1,296.0300793676412
712-3,440.1885820864858
712-4,467.08797116519884
713-2,415.37148184314697
713-3,319.0872225554915
714-2,524.3600948767456
714-3,330.74980523825525
715-1,446.72353714019005
715-2,732.0954055020019
715-3,374.8767533942996
715-5,316.5441794382273
715-7,710.8182757502104
715-8,571.8074224981547
715-9,661.6794410656173
716-2,342.1573935475959
716-3,317.4972548019252
717-1,524.0515855729461
717-2,424.6494115909005
718-1,573.7747566153407
718-2,182.4172087099887
719-1,402.59851864205035
719-2,433.2508841307136
719-3,558.6650249890527
719-4,457.9908041260886
721-1,244.5309111372793
721-2,118.65778678233133
721-3,87.1124578212315
721-4,679.7919482552753
721-6,159.05845399138934
721-9,343.5768565503831
721-10,696.4218957451767
722-2,622.5654501643915
722-3,456.96111062949933
722-4,444.63157122152046
723-1,308.5360989946171
723-3,501.7951455020242
723-4,470.4222190628651
723-5,342.390785002078
723-6,394.25075570784384
723-7,182.35595230241086
723-9,279.35329353313864
723-10,357.59374548985363
723-13,424.4992352374968
723-14,419.36192862544704
723-15,444.42335432028176
723-17,617.502823031308
723-18,607.2722310892623
724-1,617.0133227751155
724-3,605.901455657501
724-4,322.8739441109628
724-6,310.8599038849158
725-2,738.6740938241995
725-3,271.44149427750006
725-4,666.5146578130144
726-2,345.2792657397092
726-3,455.84000235528003
726-4,163.41616950862843
726-6,408.52056050361915
727-2,118.64607018333481
728-1,130.36671614232154
728-2,267.165961717179
728-3,479.0945055876913
728-4,379.1416025676291
729-2,457.99335134970147
729-3,409.58646888364814
730-1,258.5227372204188
730-3,469.763099365472
730-4,140.6769335095083
731-1,441.92359007209063
731-2,394.72054584309984
731-3,320.95387959560094
731-4,489.59618675203524
731-5,620.700113464306
732-1,87.06153501020106
732-2,508.6059102409232
732-3,278.81126588141024
732-5,250.2009430768419
733-1,439.95260735038175
733-2,418.11124723993703
733-3,153.31991031516273
733-4,433.2160264919563
733-5,449.8450999972
733-6,370.5162339652377
735-2,128.66354735505558
735-3,157.0849595375379
735-4,148.05637081159387
735-7,115.79012121335995
735-8,602.6617095294978
735-9,317.5892452214365
735-10,306.12745217482416
736-1,361.0956440129081
736-3,233.19843812836328
736-5,357.34139608479336
736-8,220.7851444471611
736-10,575.609462148826
736-11,128.1345235785834
736-12,497.93167288284826
736-13,374.7364837864891
736-14,412.1919412560296
736-15,487.3132491905835
737-1,324.9381058875272
737-2,117.0332234899854
737-3,438.33363373348834
737-4,230.53953836239864
737-5,265.8167121947103
739-1,121.69552916184318
739-2,347.09836982361617
739-3,392.35803974888074
739-4,467.71725429063497
739-5,520.3736913337924
739-6,270.2510008188044
740-2,820.5784379496404
740-4,250.55565537638705
740-7,523.3625594939617
740-8,434.16548646797014
741-4,489.5842734716558
741-5,651.1930094851397
741-6,610.0497785193322
741-7,302.65983387030815
742-1,352.2502022729131
743-2,184.56698324700207
743-4,515.673734968396
743-5,477.07733374081386
744-1,524.3917353110019
744-2,444.2450203582863
744-3,55.1892825399168
744-4,349.2161601302889
744-5,263.87455864537355
745-1,533.1787146288829
745-2,327.2214120042695
745-3,482.24472015715605
746-1,312.14641805295605
746-2,980.3942880443263
746-5,160.48786995223332
746-6,446.9669343214572
747-1,561.9520199841556
747-2,509.67092631550213
747-3,148.61340454770016
747-4,377.79712238252256
747-5,593.2820647076517
749-2,395.1160929649977
749-3,326.4650303068107
749-4,778.4201206461397
749-6,516.4384869785767
749-7,202.4009524840016
749-8,221.40819339533266
749-9,367.1047766696791
751-2,628.6058743832505
751-4,307.772835537824
751-5,485.2035537411547
751-6,611.9485304079383
752-1,344.4678777070062
752-7,619.068556916458
752-8,617.967905902875
752-9,477.7883257776567
753-1,242.24014584760914
753-2,602.3468319785298
753-3,372.4040975215797
753-6,260.12688753703975
753-7,531.9268838504377
754-2,503.7827747343239
754-3,183.50263424667534
754-5,456.09140351091986
755-1,142.00153896042002
756-1,643.7111676291488
756-3,166.88508319695922
756-4,411.3910430817881
757-2,469.965810476834
758-1,454.8715886710279
758-2,228.74127685934712
759-1,218.0822305036712
759-2,660.0217436074686
759-3,177.00677949584156
760-1,465.99533266151354
760-2,344.87788629052693
760-3,412.78479744689196
760-5,357.28586402840074
760-6,454.3724746017174
761-1,167.38458152339723
762-2,213.8729279509971
762-4,361.6893199364765
763-1,470.2548080022219
763-2,352.67683536606194
763-3,71.06232915111752
764-1,372.12563069660666
764-2,439.9491215131818
764-4,374.5083559134286
764-6,391.24034144379675
764-7,630.146821945692
764-8,277.7023988336674
764-9,468.7978436921858
765-7,374.6975845592216
765-8,410.23261990896964
765-9,638.0254619151281
765-10,416.0181354833305
765-11,591.2340902432991
765-12,832.8055217502956
765-13,361.36382352328974
765-15,317.0675384696128
765-16,705.2533504671703
765-17,145.849318545556
765-20,372.30296715563804
765-22,314.46152775739995
765-24,316.11454957673755
766-1,597.2329594402402
767-1,307.0913924358463
767-2,464.3853147492945
768-1,282.25780703577277
769-1,326.01090335601714
769-2,392.6981268852562
770-1,686.5978542145932
770-2,205.2582616014853
770-3,609.3922056622375
770-4,528.7764578100225
770-5,240.5738649539129
770-9,346.34343921334255
770-10,553.2832810740291
770-11,542.763220458824
770-12,437.41462045173836
770-13,583.6778358906186
770-14,374.1236763135885
770-15,391.11923194706935
770-16,573.956417280677
770-17,250.01297683989316
771-2,616.1696877175004
771-3,501.1503809371833
771-4,211.708349261374
771-5,144.39987963066335
771-6,264.26554617845784
771-7,568.7360380715813
772-1,143.223477706607
772-3,646.8585884543095
772-4,185.99710457252894
773-1,500.1451153110538
773-2,495.0400306758388
773-3,472.3889878345279
773-4,395.6401833687167
774-1,403.28396309767686
774-2,263.23602593456235
774-3,326.6565789329087
775-1,372.8926088721728
775-3,424.99595701674457
776-1,153.05753818176413
776-2,183.44270003524844
776-4,258.94345971461735
776-6,477.9501612783728
776-8,78.95415666563679
776-9,375.80209530171794
776-10,355.29596818775303
776-11,149.36683957331059
776-13,383.9086245189096
777-1,258.4951476047997
777-2,230.70982048964825
778-2,192.00569711327603
779-1,548.7040294329819
779-2,332.187872423666
779-3,427.4538409023105
780-1,331.84203521575114
780-2,76.79623986894694
780-3,508.25069381168237
781-2,729.5819423263333
781-4,546.278467931336
782-1,181.3117325088371
782-2,159.50699031651592
783-1,333.1962343881602
783-3,554.6519365840068
783-5,506.06983399476314
783-6,498.1669940450853
785-1,309.46872173800097
785-2,196.0820621096288
785-4,432.58443238076006
786-1,304.74251754364695
786-2,481.3957288358373
786-3,99.46955727997124
786-4,205.86789929521728
786-5,178.7479022005232
786-6,218.15391474771195
786-8,106.5695062158951
786-9,301.4256220786324
787-2,665.8037780092812
787-3,328.33044539446007
787-4,595.4332774790895
787-5,530.6189439265247
788-2,324.89107280180406
788-6,256.17600640185486
789-1,305.3894961529095
789-3,589.524705280079
789-4,250.97710850772455
790-1,472.5903351666858
790-2,187.04233193713108
790-3,159.3083348771093
790-4,439.73348055063207
790-6,302.4172296221029
790-7,376.392942397973
790-8,487.02484132607833
790-9,316.59885183953065
791-1,185.27594495456879
791-4,376.4968724364691
792-1,445.021247203652
794-2,183.75956691690362
795-2,492.96739433806135
796-1,461.71455523243606
796-4,495.5133714662243
796-5,385.5832686267819
797-2,412.0098092408266
797-3,637.2924271293216
797-4,412.1147314363889
797-5,831.8906266317949
797-6,281.03269058243393
798-1,438.20229785626816
798-3,415.8199059880755
798-4,395.9667681388538
798-5,270.3268651448864
799-1,439.41144292621266
799-2,297.8529767548756
799-3,115.16277487619095
799-4,411.8695329075224
800-1,311.9164104072315
800-3,539.1789255007677
800-4,272.9320873865382
800-5,247.68453447673866
800-6,215.5450620050501
801-3,246.63642169551167
801-4,313.4974512508925
802-2,677.2301859574363
802-3,306.1253332453666
802-5,561.263182658349
802-6,530.350745616522
802-7,432.94405242644825
802-8,263.7200945609094
803-2,405.08989772380994
803-4,349.4884205004237
803-5,394.7618646077892
803-6,48.35696126095445
803-8,588.2273408560889
803-9,324.6538228058242
803-10,396.5210983705746
803-11,382.8539965402806
803-12,524.7879026755636
803-13,408.92209756462444
804-1,116.81453782852896
805-2,789.7757341520625
805-3,527.8733152710674
805-4,441.5444621727212
806-1,363.57433768811387
806-2,155.84437102213866
806-3,428.2012403008851
806-4,418.2690296506979
806-5,273.10520427915867
806-8,277.3528118922404
806-9,217.94029556124076
806-10,679.5432033962165
806-11,296.3148008165907
807-1,416.50119182988385
807-3,272.63859366119937
807-4,414.0478244803785
807-5,348.85450418580194
807-7,321.07959334966836
808-2,587.9951740091111
808-4,389.5035625955797
808-5,473.53882782175924
808-6,385.38974885945004
808-7,430.07135531888434
808-8,506.85158335844926
808-9,421.3381719856809
808-10,323.8502919131521
808-11,615.9733493451313
808-12,123.57252006418798
808-13,566.1228159189103
808-14,382.66587729127434
808-15,643.8891486419795
809-2,433.3220447736642
809-3,433.65335961762315
809-7,62.73257088964126
809-8,75.00272708834615
809-9,404.8722428306103
809-10,81.8265469645579
809-11,134.60169426402928
809-13,78.76604531830823
809-14,285.09280135232245
810-1,465.81658371218316
811-1,704.3216491196562
811-2,576.8142654685187
812-1,523.6183743907654
812-2,283.89290010221293
812-5,420.54522361614363
812-6,603.9187126599351
812-8,504.3626705913722
813-2,288.6386397659295
813-3,656.2119273960172
814-1,420.7084811803411
814-2,339.9799860109699
814-3,554.9131351812655
814-4,171.5962601935857
814-5,444.63614781322394
815-1,187.22545654870197
815-2,567.0784162273853
815-3,480.91796659818783
815-4,230.78906048126646
815-5,308.78934959492665
815-6,360.280277819615
816-2,414.67304911915306
816-4,342.0062468283445
816-5,724.4656567158555
816-8,156.98046718585272
816-9,456.6521018140972
817-1,700.8449770294637
817-3,569.3561160221846
817-5,135.08196927559024
817-6,500.4899864380643
817-7,366.79885639036195
817-8,121.83223376362561
817-9,789.2904905352297
817-10,500.61272094836056
817-11,253.99660668711635
817-12,375.8137438927562
817-13,162.69387197884444
817-15,437.241302515665
817-16,492.4378663907186
817-18,523.9994071014953
817-21,365.41704749227017
818-1,425.02811611684774
818-2,695.1309004710808
818-3,515.7149814961282
818-4,329.9178854244062
818-5,281.12723892665394
818-6,180.8694593750821
818-7,386.51131464833156
818-8,297.83285977512196
818-10,189.00990121071743
819-1,409.2665964284665
819-2,415.59569673072156
819-3,70.69618740150702
819-4,309.93257502337315
819-5,370.9020565689232
820-1,680.8252085620472
820-2,173.72718689240344
820-3,393.0211652328876
820-5,398.8562696054005
820-6,696.9927660485121
820-7,393.50928780889683
821-2,161.8664900173078
821-3,246.5966824231832
821-5,325.87836507736085
821-6,541.0911778457057
821-7,304.55278229291275
822-1,448.9348491434555
822-2,504.24757432360985
822-3,151.3851489799224
822-4,560.3566335898342
823-1,318.97183120431873
823-2,340.5806968454563
823-3,414.9708879102232
823-4,395.92750653760015
823-6,333.6802870052272
823-7,431.33033953220536
824-2,328.1228426806058
825-2,516.8127743856342
826-3,665.9128307202684
826-4,341.07508981229483
826-5,555.9561360586907
827-1,551.6884538264594
827-2,403.1446388060408
827-3,320.82783601676283
827-4,340.0979083992156
827-6,290.4040819696995
827-7,438.8100231259931
827-8,520.9137015159462
828-2,466.6590321156185
828-3,370.407659012841
829-1,489.0585885474791
830-1,653.5176059259563
830-2,391.18213678593463
830-4,408.987071852124
830-5,373.35665942454693
830-6,104.57073054577262
830-7,381.3740061595417
830-9,669.1468904797891
830-10,358.9514384635081
830-11,328.3543911129354
830-13,415.04867319116056
830-14,570.1061260748256
830-15,616.9392518290199
831-1,642.6640038779097
831-3,472.6002547630461
831-4,331.76334603591204
831-5,153.41351639810705
832-1,582.46799161433
833-1,366.2274989135375
833-2,270.04089553797576
833-3,222.30125982339223
833-6,613.2571903175958
835-1,357.56189850898136
835-2,476.9127852510213
835-3,539.4893792906611
835-4,151.76691692990016
835-5,314.27896159555416
835-6,110.46358043132251
835-7,290.0654193689117
835-8,152.8366215219761
837-1,424.3341759533165
837-2,181.078739842186
837-3,389.01964085974345
837-5,312.4959850773269
837-6,567.4958879592939
838-2,112.94651249877109
838-3,544.7309344812006
838-4,121.26539140349644
838-6,489.3033046956379
838-7,93.03802720643677
838-8,489.85075589518055
838-9,322.035734728884
838-10,95.43460974478933
838-11,376.5261944753968
839-1,444.73665921236216
839-7,610.0799979429031
839-8,707.450980433404
839-11,177.84505763523345
839-15,285.82632344870007
839-16,294.78724330152374
840-1,335.88944098381796
841-3,410.79834538695377
841-4,559.4041996448251
841-6,191.23086976637967
841-7,292.6655728305146
841-8,152.7207081630245
841-9,362.6913029564594
841-12,479.8093133856571
841-13,251.75265817745975
841-15,429.5020329324143
841-16,548.6253657870993
841-17,220.21646693182743
841-21,232.6368059318446
841-22,530.5141570902746
842-1,217.24751562877555
842-2,346.55323124303084
842-3,299.05876736052585
842-6,174.61656611473077
843-1,548.2977428157735
843-3,289.80627201038567
843-4,562.955484559192
844-2,326.71269264351764
844-3,292.81121048604814
844-5,540.4349402640801
845-1,506.1944364082258
845-3,647.7697341050113
845-4,161.03545593272366
846-1,398.94250833104934
846-3,187.53760589573335
846-4,284.3866590290886
847-1,445.6506856647658
847-2,517.4610339819212
848-1,814.889319442843
849-2,326.3281359911068
849-3,152.6238259305326
849-4,243.7410490664805
849-5,530.6523248377358
849-6,141.79064339565122
849-8,700.839931783762
849-10,142.9583484419287
849-12,425.0435587149061
850-3,646.5723064133563
850-4,399.7693845796289
850-7,285.41813997699194
850-9,384.3515778135916
850-10,316.41336527865957
850-11,554.2138664300735
850-13,73.25796629176759
850-14,174.50622381046333
850-15,524.1377033595103
850-16,142.42020892275713
850-17,215.45979053140093
850-18,416.1382857823354
850-19,220.466713537208
850-20,263.75017228821616
851-1,317.65359396261607
851-2,198.04012347346702
851-4,474.16559127808785
851-5,229.8010703847184
851-6,252.24754977201712
851-7,377.1001449576496
851-12,407.4834013760121
852-1,229.73747645624985
852-2,606.2264605989077
852-3,529.8328211221648
852-5,520.7522016606679
852-7,572.0225391199963
852-9,371.24779508356903
853-1,303.72142939001674
853-2,358.13785591539636
853-3,298.2360881792947
853-4,498.68832687268
853-5,273.9485437661616
853-6,671.3152801364967
853-7,329.70493498901783
853-8,110.79965522504288
853-9,339.5430520259321
853-10,225.4715096296883
854-1,546.6944006370462
854-2,599.5273426357661
854-3,333.31170207799016
854-4,467.75824265710344
854-5,610.206634113218
854-6,445.6699128120081
854-8,517.1257874599169
854-9,473.99364431589066
855-1,482.0000577477689
855-2,376.542911049125
855-4,137.81563359894358
855-7,483.94504615128454
855-8,355.1370161144973
855-9,306.2260971051579
856-1,193.8533027120876
856-2,195.0633830875663
856-3,59.333149973048265
856-4,450.90868707653544
856-6,343.8502374990891
856-7,340.39697011098554
857-1,478.8596300171373
857-2,444.9203791430724
857-3,375.00200015292046
857-5,391.55821667344446
858-1,460.47952828919193
858-3,488.3494869489149
858-4,631.4905529032692
858-5,405.14055339014976
858-6,468.8953094734436
858-7,524.7449554270975
858-8,624.3147844110838
858-10,197.8914248732798
859-2,500.0139818012729
859-5,211.64389900195314
860-1,512.690828392332
860-2,638.9374231339029
860-4,457.59899441935147
860-6,485.6768731731636
861-2,198.90152104467393
861-5,381.4940424733535
861-6,378.94955346550864
861-9,317.2014961365958
861-11,242.22810048631362
861-12,744.2889730011491
861-14,300.34516418868554
861-15,356.7839165220895
861-16,355.59750292188465
862-3,561.5292029169293
863-1,219.17697755591246
863-2,576.4890234812293
863-3,253.0571539225581
863-4,566.0927068298724
863-5,471.5751229733307
864-1,562.7955727893464
864-2,346.825917918356
865-1,78.2127021405918
866-1,468.5554242287663
866-2,276.90954812976156
866-3,572.7153048527202
866-4,403.3807290208026
866-5,434.2182170804302
866-6,148.62389612010293
866-8,249.938426074821
866-9,343.48949269139166
866-11,101.56205993346828
866-13,539.7877194425896
866-15,422.7649810505184
867-1,520.1188823372272
867-2,196.26107988152103
868-1,492.4989808431934
868-2,346.3865188542276
868-3,139.08056431276884
868-4,309.28418979561724
868-6,324.9685659807862
868-8,345.71068293658595
868-10,476.430215580594
868-11,585.0895377361367
868-13,368.99790771433146
869-1,119.90004580162615
869-2,165.56259547047398
869-3,113.4370683796734
870-4,584.2345592589161
870-5,655.1193955032898
870-6,486.95588343584797
870-7,725.8937338381182
870-8,569.3665503075417
871-2,504.705871903095
871-3,424.50043371770636
871-5,439.41858494343103
871-6,311.382080917954
871-7,357.4681878329472
871-9,412.38106700767275
871-11,336.3121757677635
871-13,312.39469985775577
871-15,154.9547012223985
871-16,465.31146341270005
872-2,269.1047798885155
872-3,413.0361132479512
872-4,280.2598079460508
872-6,608.9670836332497
872-9,449.9886173618888
872-10,374.0502198246255
872-11,142.60237929164992
872-12,636.372022917255
872-13,335.94460968678163
872-14,343.37927355344937
872-15,296.917064499017
873-1,456.124853870935
873-4,517.190045757947
873-6,113.32658547381925
873-7,132.68716966574607
874-1,384.41596165063424
874-2,517.6577957478405
874-3,249.43950633836675
874-5,372.5152356545325
874-6,143.02454574595188
875-2,442.8472899155459
875-3,587.7778536999339
875-4,309.3958218834222
875-5,105.49131001903973
875-6,216.73013255831347
875-7,551.585337866215
875-8,245.67591189101802
875-10,554.5087351762934
875-11,152.30218765174865
875-13,202.38559987026565
876-1,429.8585764723769
877-2,204.14401259967985
877-3,402.6656367140338
877-4,258.03648644587736
877-6,376.9138193573667
877-7,313.4257511680573
877-9,292.6752102560482
877-10,380.9730692906073
878-1,505.0609020770428
878-3,620.300115337501
879-1,669.1877930479714
879-2,225.71201973767165
879-4,525.4021145564435
879-5,293.7713619420219
880-1,88.48162330157572
880-4,351.5287302172125
881-1,363.41163161430893
881-2,595.1465490532446
881-4,368.60283846397215
881-5,406.3162527531804
882-1,491.84171001836756
882-3,318.7617107416786
882-5,427.3406704911155
883-1,283.5341242836108
883-2,89.50535221122834
883-5,289.3933136315194
883-6,79.78565185665275
883-7,192.52651971799716
883-10,162.98921943759703
883-13,274.1429622355805
883-14,500.11041709158735
884-1,679.431440307952
884-2,415.7224856302188
884-3,620.2410385082076
884-5,334.5278178605748
884-6,198.06602526794416
884-7,619.856923633697
884-8,383.28949266363554
884-9,601.4917231740552
884-10,462.3485371613686
885-1,405.27857282685443
885-2,174.14387841857598
885-3,497.59048174927796
886-1,385.0490236753153
886-2,549.1395133130032
886-3,486.6050228252733
886-4,688.3620985422981
886-6,473.66404062576436
886-8,337.83937169169735
887-1,428.13947717981114
887-3,151.60552349845045
887-4,87.10515174596264
888-1,190.20802876993955
889-2,540.8049938752254
889-3,595.9222113304738
890-1,257.355594090099
890-3,591.2257772745019
890-5,586.2864137741376
890-6,409.22829547252366
890-8,432.371549442386
891-1,352.3579851849647
892-1,701.9574059840381
892-3,587.7525005596394
892-4,685.8867603812428
893-2,100.9245109668012
893-3,288.8452522389881
893-4,389.4784386349072
893-5,168.2724997527104
893-7,311.3469028143503
893-8,495.09126437334453
893-9,558.2377536903006
893-10,237.54934238677077
893-12,240.5852537410741
895-1,266.76053045590663
896-1,485.23947630179816
896-3,405.7022915078044
896-4,563.0805465499677
896-5,644.7551895314547
896-6,424.7914067783172
896-10,764.4717845342547
898-1,623.2443053269573
898-2,548.4725525516498
898-3,476.15129386835315
898-4,621.0848059629487
898-5,223.32703644848561
898-6,493.7241513443302
898-7,763.3194928687078
898-9,704.3448562988601
898-10,700.3447609613162
899-2,249.5834642986564
899-3,199.48946438131586
899-4,307.28168811069406
899-6,373.80534720074513
899-7,255.5945210951977
900-2,218.26885357052635
900-6,524.8965126434473
901-1,442.7505440082267
901-3,606.5606261113917
901-4,273.9181170342612
902-1,202.5183839276557
902-3,231.16274659644205
902-6,226.511693460315
902-7,180.74184067705932
903-1,200.28404625370854
903-4,436.5393521392701
903-5,221.06704692045986
904-1,475.26244747450664
904-2,361.5089369904297
904-3,120.02707084431317
904-4,450.84335372519354
904-5,414.48250446995866
905-1,378.8223820757289
905-2,525.1171495474242
906-1,382.31788354134346
906-2,306.5070573315338
906-3,306.16934008011833
906-5,75.23441216326842
906-10,628.4062645702847
906-11,249.12625360668216
907-1,369.52895841437316
907-2,622.754309381008
907-4,505.78110516182045
907-6,456.30699890856056
907-8,326.53274421096967
907-10,333.83521959998467
907-11,399.9292573714987
907-12,482.015773135703
907-13,462.1796729277456
907-14,807.269025242644
907-15,204.1757645646578
907-16,274.425185882734
908-2,310.10852065530923
908-4,325.5356837588098
908-5,620.581706646183
908-6,225.99719196765858
909-1,734.7580568881926
909-2,505.99552441628157
909-3,753.488752060124
910-1,382.997508597041
910-4,118.89856652127034
910-5,675.4542309487272
911-1,554.8454512614177
912-1,285.53627143651033
912-2,414.1926416279673
912-3,385.7925571529547
912-5,652.5756912143728
912-6,483.24790408520596
912-7,470.7230239392866
912-9,77.08077103780829
912-10,192.18145397126773
912-11,151.76982416608803
913-2,410.4994321046945
913-3,410.52530255115585
913-4,377.36507846853374
913-5,290.88316228787426
913-6,563.9658198713549
913-7,314.7695244088594
913-8,499.9656257556569
914-2,480.65763431958703
914-4,582.1642713753872
914-6,145.24073110545743
915-3,361.0962031367103
915-5,385.4105395952902
915-6,340.0914137241542
915-7,163.61182932360214
915-8,442.43643313902925
917-1,357.9538011033435
918-1,488.06331184469667
918-2,372.14252221349113
918-4,145.3343052458946
918-5,632.4524400401799
918-6,292.602734805415
918-7,554.6649907707707
918-8,487.45570733375405
919-1,135.23889663423338
919-3,279.99249764319734
919-4,257.3607279089116
920-2,140.11810465831687
920-5,311.03561598522026
921-1,641.9739981788533
921-2,472.1402331329299
921-3,385.0702419028381
921-4,377.70512104472743
922-1,574.5151499363686
923-2,521.2577130690582
923-4,381.9624845154749
923-6,194.76790975306312
924-1,418.1792330898386
924-2,662.3653997137482
924-3,577.5091416783227
924-4,561.6737725496655
924-5,599.5666221770422
924-7,268.2304598752741
925-2,353.04238749532215
925-4,276.02603108118194
925-5,420.66551165641897
925-7,526.446383537758
925-9,462.333464018297
926-1,336.60808883375967
926-4,664.4942647018388
926-5,552.6953691234274
927-3,427.7016500212139
927-5,184.88687018753615
927-6,183.11626057085556
927-8,413.38394140259504
927-10,154.22883896055225
928-1,242.58300274775502
928-2,207.39118185286793
928-4,398.0078387076528
928-6,314.62478077146807
928-11,267.31797765146746
928-12,334.2870649548611
928-13,444.82424410196916
928-14,127.49240592163687
928-15,263.5472421013145
928-16,584.5039079553404
928-18,375.4287263821883
928-19,569.9749083564838
928-21,272.453826827968
928-23,337.8282166839985
928-25,293.52254406155885
928-26,559.0863673399953
928-27,325.51092816718494
928-28,194.2475902609939
928-29,312.30406337133843
928-30,176.78411779211638
928-31,475.35459133824816
929-2,145.62684993350192
929-6,448.4177071866672
929-7,331.3268402995809
930-1,583.1786369700432
931-1,313.54938371889136
931-2,489.81492040371205
932-2,273.7058237668332
932-3,294.0504057094725
933-3,275.7893345793518
933-4,348.3336111274591
933-5,313.5848159121448
933-6,304.321254216271
933-8,304.71680127468153
933-9,350.83403026096124
933-10,358.61146447521054
933-11,52.78745360452285
933-12,384.89900023832666
933-13,353.4882176563872
933-14,178.45089612128226
933-15,419.4779911932864
933-16,318.8107211385773
933-17,161.9348830529953
933-18,619.2024274387089
933-19,656.5738065620565
934-1,510.0385513509225
934-2,183.65847829613523
934-3,264.0435667316299
934-4,498.07010335657117
934-5,519.3330972002481
934-6,499.8090237745855
934-7,495.4151378399803
934-8,600.5160800229266
935-1,518.6815885325904
935-4,347.5416200764371
935-5,464.7177780169056
936-1,405.68786751604415
936-2,484.58348994503217
936-3,53.408748648357005
936-4,383.95148767212174
936-5,673.991473078996
936-6,396.97601194033996
936-7,524.7832771356295
936-8,460.8250446647435
936-9,122.52486942964993
936-10,184.93647301880162
936-11,239.45048158347288
936-12,135.60530607469082
936-13,233.17289784765956
936-14,498.64719319392077
936-16,632.676465089432
937-1,407.25316975021656
937-2,313.6000234211947
937-3,586.1750158556052
937-4,518.3777049373429
937-5,317.7547762857582
938-1,846.1484600973213
939-1,439.4754179678427
939-2,313.20306511968374
940-3,210.6040941537741
940-5,442.30061604845184
940-7,320.4532700200864
940-8,374.8647987575747
940-9,291.95546399314003
941-1,309.0928048485647
941-2,224.98599776011815
941-3,99.3284476743216
941-4,126.42438896103772
941-5,349.71937500542947
941-6,280.19927213960375
941-7,394.0816959090722
941-8,317.9469478369133
942-3,759.7727074216608
942-4,546.4500219028354
942-5,292.25271560019803
942-6,254.70881959954338
943-1,489.9784474315304
943-2,445.8029844992101
943-3,357.72289560553213
943-5,81.2292245209874
943-7,543.0398472694013
944-1,490.549886761734
944-2,150.30663731099153
944-4,346.565863810274
945-1,287.303028243942
945-2,743.4676788375831
945-3,540.7680864945086
945-6,419.21224037027457
945-7,76.40095321732193
945-8,358.89976355439137
945-9,598.1442936946521
